100
68 176
57 17 599
43 45 556
66 51 466
67 43 133
39 41 356
4 60 85
8 51 525
48 66 407
42 8 457
43 48 676
53 39 953
20 66 726
51 36 84
16 49 831
38 45 369
2 32 492
52 15 504
40 49 368
62 56 14
52 2 101
38 67 20
11 39 39
10 24 770
34 58 781
67 28 292
19 46 188
38 60 774
12 9 885
40 59 432
24 25 224
63 54 694
35 54 408
67 47 374
14 34 635
52 46 356
39 15 803
65 66 578
24 65 212
9 19 323
40 17 76
33 54 128
13 14 98
15 3 379
33 17 50
62 8 512
18 17 615
58 23 78
44 27 754
5 42 118
45 31 817
64 37 270
63 49 505
46 64 626
16 6 967
52 3 647
7 67 115
16 4 253
23 6 535
55 43 192
40 5 441
66 5 361
66 27 698
20 51 432
12 37 426
16 64 663
51 48 407
51 54 588
66 50 426
7 57 286
36 57 142
20 7 88
66 10 747
20 60 538
41 1 304
40 41 64
58 44 183
43 9 547
27 29 110
19 51 411
66 15 46
33 23 569
7 26 762
54 16 631
16 39 529
53 59 712
29 49 63
62 65 313
41 24 974
38 58 409
22 11 315
30 10 191
27 33 465
47 65 99
2 5 895
31 38 808
17 32 344
45 35 805
63 23 562
57 54 280
52 16 872
26 57 219
6 27 985
35 25 311
63 55 749
49 8 252
42 63 849
64 27 948
25 2 566
27 57 436
64 33 8
13 15 291
22 29 407
33 28 956
53 14 916
64 19 456
52 20 440
31 35 755
6 36 673
16 11 131
16 12 879
10 18 637
62 44 117
57 62 34
18 35 278
26 48 31
13 24 749
52 12 740
7 48 994
21 22 54
33 6 192
37 24 101
35 48 305
56 23 959
54 67 394
56 67 388
3 26 442
2 24 747
37 53 995
23 65 463
38 50 856
28 50 527
53 23 554
37 44 155
6 51 732
39 52 228
21 33 951
65 61 590
24 1 496
12 33 437
25 34 913
4 2 51
58 37 594
26 17 51
36 52 878
41 20 808
33 5 982
66 40 90
63 37 137
46 4 412
35 30 322
65 44 817
37 14 183
21 34 311
2 9 41
15 19 69
40 12 570
34 12 192
50 46 423
12 43 263
30 33 208
33 24 94
51 45 945
48 7 719
21 16 696
53 15 884
58 36 317
24 52 827
21 48 327
47 66 923
32 20 49
53 12 47
63 28 256
19 27 197
67 32 164
20 12 865
14 2 393
63 53 478
53 24 973
62 3 495
49 29 216
55 47 588
13 20 755
26 3 731
44 51 772
11 27 505
38 10 319
55 8 637
31 54 380
45 6 603
64 1 117
46 18 845
25 20 527
63 47 597
41 28 392
38 2 872
7 19 933
55 13 292
42 20 487
61 56 90
16 32 179
49 13 547
7 8 635
51 67 217
51 62 173
4 8 342
40 65 678
45 9 730
10 44 834
12 41 304
60 66 380
20 64 383
14 12 310
8 3 352
15 12 103
27 32 86
28 8 470
18 61 309
17 63 937
28 67 261
13 53 388
53 38 21
20 43 834
17 21 47
12 27 981
22 40 341
11 9 59
25 11 350
39 47 166
13 47 84
43 38 289
38 66 660
1 56 114
25 19 49
23 22 83
64 32 283
23 2 975
59 36 715
50 14 4
62 64 775
46 10 653
7 23 548
6 43 507
21 7 105
57 39 757
57 64 310
6 66 505
21 43 910
17 9 107
32 31 378
26 18 333
9 63 719
21 32 387
8 39 142
39 30 482
65 16 823
23 41 967
23 55 228
22 33 801
61 67 521
58 18 25
32 21 191
2 62 38
9 25 628
22 66 466
65 39 306
11 63 293
58 50 172
47 31 824
66 9 243
12 47 460
15 60 36
61 62 822
21 26 382
27 61 686
21 8 132
39 32 963
26 38 427
39 24 681
2 60 573
37 15 319
9 5 817
42 56 85
15 36 649
15 47 978
15 59 331
63 8 290
49 4 815
26 52 116
4 42 850
23 42 92
33 15 654
57 36 4
23 21 994
37 62 133
3 35 66
8 41 434
2 54 456
63 25 77
60 23 298
64 35 891
19 7 699
23 8 8
43 35 763
10 13 18
9 55 250
46 11 604
23 14 526
31 20 9
67 55 601
52 58 105
63 57 642
1 18 162
21 40 726
11 60 637
18 60 579
53 3 758
37 20 984
66 49 51
43 50 262
36 34 618
29 52 968
14 16 873
38 54 453
31 62 992
59 24 580
45 5 204
38 65 660
64 38 281
63 41 955
55 42 387
56 55 540
38 27 156
59 38 244
45 44 870
25 55 743
54 18 436
29 6 455
52 25 507
63 52 16
16 65 545
63 58 557
66 20 860
48 49 160
27 66 768
10 40 880
12 1 660
17 48 893
33 11 305
61 35 775
14 25 764
34 19 675
13 62 236
50 1 964
18 40 742
15 66 559
31 56 451
14 20 824
55 26 833
7 36 373
22 17 597
64 26 563
57 26 492
8 38 805
14 55 553
53 62 608
47 15 52
61 27 996
57 45 583
25 28 36
4 41 176
55 25 927
37 60 864
14 53 915
61 37 514
18 26 689
28 19 573
55 20 536
26 22 683
39 45 961
20 5 62
67 7 364
67 33 29
19 14 399
49 2 106
36 1 212
40 47 189
49 67 390
44 64 289
64 18 974
15 30 482
29 32 134
28 55 467
30 61 356
5 15 953
30 31 408
22 41 798
3 55 329
6 24 686
6 61 543
3 33 411
65 23 170
45 36 496
65 33 751
6 5 324
41 49 581
26 5 503
21 30 465
58 45 775
60 17 982
29 28 100
61 31 155
65 53 617
23 34 748
17 12 192
31 45 604
39 46 35
13 8 452
62 30 955
24 17 531
38 49 467
49 10 52
29 2 790
23 30 579
16 46 201
51 42 454
48 18 574
44 21 755
1 6 706
33 14 203
34 33 909
18 57 173
10 32 602
38 42 681
12 66 959
36 65 155
1 43 120
30 40 796
1 30 3
39 27 926
53 52 227
55 27 169
57 63 554
17 19 25
61 23 63
6 16 68
3 36 418
29 24 653
58 67 910
35 65 371
66 26 684
43 34 329
29 41 733
39 8 451
45 39 725
50 62 288
28 46 352
4 11 705
24 4 648
1 24 11
44 54 2
39 56 418
5 41 31
26 12 16
31 2 410
31 36 866
27 49 949
5 33 478
38 32 595
9 50 392
6 58 670
53 8 408
26 58 554
36 19 623
60 67 7
44 13 86
48 15 518
26 37 443
44 30 327
21 2 903
44 11 334
7 52 766
50 15 206
24 19 806
36 8 150
39 23 261
39 20 665
15 13 145
10 48 114
63 12 776
62 46 994
55 28 283
65 20 526
16 67 136
46 25 739
8 48 194
4 14 985
7 34 898
2 38 331
31 15 106
36 21 158
32 23 95
10 20 526
12 42 933
12 16 389
30 44 994
15 38 957
21 58 272
16 59 978
17 23 375
20 47 669
67 64 823
44 6 813
47 32 58
33 46 336
17 34 182
54 42 144
37 46 563
66 8 739
56 8 572
46 1 273
3 32 228
53 5 720
5 64 202
6 18 242
11 5 211
35 27 677
1 50 977
35 51 71
5 8 163
14 61 542
8 1 808
59 50 890
48 55 245
42 33 155
67 6 927
15 31 470
49 9 184
35 33 858
51 38 683
39 2 811
51 28 311
4 38 131
42 32 679
48 8 433
13 16 362
67 31 237
1 35 897
36 64 133
66 6 596
7 63 950
11 59 717
18 39 344
60 6 747
28 48 934
67 39 809
60 29 183
44 23 473
4 43 737
56 6 547
43 24 318
38 8 982
39 54 896
60 9 637
23 10 709
28 5 800
45 2 182
58 63 74
16 44 231
52 9 531
25 33 70
16 7 879
34 35 638
19 48 742
33 67 242
35 46 407
32 29 180
56 60 492
60 44 861
22 5 424
61 12 786
34 60 40
21 42 868
15 50 990
32 2 685
21 5 756
57 41 977
62 53 542
36 48 593
36 31 739
34 61 940
46 34 514
40 66 862
54 6 89
13 7 69
24 39 886
20 9 1
3 13 507
34 7 220
4 19 749
8 17 91
19 5 594
22 46 426
4 21 395
32 14 623
52 7 673
24 30 592
17 67 262
66 1 413
54 29 557
20 15 503
51 25 220
1 45 467
18 3 932
5 19 970
41 54 970
40 57 560
27 7 525
31 37 38
64 30 323
32 42 836
45 27 992
47 36 71
43 55 227
24 57 821
57 24 511
60 63 697
65 11 80
28 42 712
15 64 497
62 49 962
53 47 205
38 46 103
11 28 931
26 1 684
42 50 459
14 4 844
8 13 569
66 7 570
28 32 874
24 9 391
25 63 307
1 22 410
52 67 168
41 44 576
65 62 556
13 54 219
46 56 220
19 58 29
65 48 337
5 58 807
58 32 614
2 36 75
10 54 308
2 31 55
38 44 219
52 1 432
47 38 185
60 8 233
36 26 37
45 62 53
35 40 377
37 33 232
9 28 443
25 53 165
4 37 787
16 62 915
23 15 20
13 56 162
1 12 151
7 3 197
19 38 4
37 23 665
20 30 843
55 66 31
17 42 263
19 18 752
61 40 663
64 8 563
49 51 780
48 2 140
59 44 908
12 38 983
33 37 816
54 26 78
59 11 438
30 64 915
63 56 932
37 30 57
22 34 323
32 8 99
7 25 505
56 18 482
24 15 272
60 16 825
62 35 154
7 9 717
67 9 136
57 19 750
10 67 549
11 62 922
26 14 329
10 35 127
9 51 960
2 7 928
67 62 103
66 16 757
26 43 591
42 54 289
44 62 238
49 21 3
53 16 330
41 23 540
47 57 247
23 64 910
63 17 359
26 42 963
40 3 406
36 14 25
26 32 545
28 21 960
21 25 767
17 16 705
55 22 172
58 19 866
16 47 164
41 66 608
14 38 405
49 7 436
33 25 792
58 9 835
53 7 743
59 13 207
45 17 774
48 17 855
34 18 491
10 23 392
44 66 656
65 30 785
58 59 572
44 35 308
21 20 961
28 66 563
35 43 342
10 42 699
56 9 806
52 48 736
34 48 333
31 60 687
38 29 517
63 43 144
52 64 399
6 56 28
12 21 816
24 11 760
7 12 790
47 52 669
21 17 800
32 43 400
13 43 370
43 22 528
33 61 675
34 45 172
57 1 648
39 22 931
17 10 628
41 17 40
40 6 471
26 39 5
26 10 544
22 50 92
6 50 684
35 5 384
30 13 643
66 21 940
24 29 991
36 63 578
18 49 330
36 2 467
67 14 45
41 45 241
17 54 528
66 48 437
57 30 85
41 4 437
40 58 571
44 28 23
15 7 931
52 13 266
66 62 25
12 5 707
12 15 117
27 67 966
42 14 590
8 29 153
11 13 325
33 31 59
27 28 381
25 50 808
9 6 904
40 53 863
54 28 631
45 50 620
45 23 838
41 31 582
62 28 93
51 12 903
60 34 269
35 41 988
33 45 778
59 14 890
56 44 177
34 15 275
5 18 587
5 59 653
32 24 398
11 45 649
35 50 810
1 10 64
5 49 841
11 46 436
28 12 893
35 1 744
14 10 601
60 36 218
10 29 359
38 31 938
39 12 331
21 15 934
42 62 200
32 39 403
4 6 785
15 58 243
28 2 116
18 27 12
31 39 328
37 13 929
38 48 453
24 18 571
56 62 642
14 28 305
24 37 368
13 44 975
55 48 938
33 7 439
67 4 150
40 50 520
50 64 762
46 59 980
43 47 837
57 14 257
6 60 464
42 45 95
43 17 728
62 52 845
8 54 32
5 55 68
33 16 624
50 37 493
52 62 56
47 58 699
44 26 317
35 7 693
53 41 331
8 50 984
42 29 745
24 34 146
13 46 621
6 9 866
37 45 949
6 57 299
59 15 139
8 34 706
27 46 226
27 63 350
39 19 13
24 59 21
27 17 752
50 49 104
62 67 288
40 37 259
30 51 801
8 19 499
34 31 258
31 7 90
5 27 938
64 13 890
17 25 851
30 32 702
41 11 273
35 39 542
17 37 346
35 63 141
57 10 579
59 29 146
32 12 283
15 4 894
4 17 213
60 49 56
59 3 799
53 29 540
30 11 108
47 46 526
48 3 290
3 16 90
63 20 293
39 7 765
17 3 45
65 56 757
48 28 93
24 28 298
50 47 885
17 36 223
29 17 687
38 33 547
43 5 669
58 26 176
29 18 117
40 23 122
48 14 818
22 63 366
59 64 759
10 25 327
57 22 577
44 55 800
41 47 690
65 19 958
28 65 699
13 45 200
22 26 429
60 32 411
10 12 947
48 40 798
47 11 533
62 6 399
8 47 502
43 39 802
2 65 463
39 26 593
27 5 16
52 65 113
17 18 888
61 48 594
25 32 743
7 66 189
67 48 374
65 14 171
1 19 951
40 34 770
37 11 598
47 50 917
32 37 293
18 52 817
16 52 467
45 53 829
39 53 604
57 5 268
64 63 686
53 66 92
48 1 775
14 17 642
22 8 841
48 23 709
34 62 227
45 30 380
57 32 619
61 28 560
44 48 215
14 56 980
57 48 62
21 64 973
20 62 364
27 6 787
47 8 604
45 52 290
62 45 425
66 53 648
11 3 982
5 47 644
59 60 102
23 40 874
39 64 257
52 37 342
39 38 526
34 65 73
20 31 550
17 24 85
45 58 183
66 46 615
54 49 796
57 18 598
11 51 327
61 49 205
42 3 639
36 11 327
17 45 20
32 45 784
47 51 738
16 28 282
64 52 982
56 57 776
59 25 973
43 51 33
27 39 854
24 32 997
32 51 683
15 56 785
21 51 649
4 28 436
65 58 170
29 64 494
48 4 400
7 43 168
10 47 275
16 13 945
11 14 612
33 26 900
15 18 148
58 47 639
36 37 335
35 62 566
56 29 467
26 30 317
11 23 210
29 10 908
52 56 441
20 54 45
25 3 685
43 41 762
47 44 785
29 42 800
37 63 930
18 22 183
31 66 229
11 40 350
35 10 872
23 49 511
62 29 764
5 11 305
43 13 209
41 33 250
66 28 496
39 6 672
44 39 133
33 42 160
67 35 109
46 13 451
58 54 862
48 13 229
21 36 120
7 62 983
24 31 81
59 66 744
39 48 82
63 51 749
66 67 126
27 19 419
55 60 816
25 9 72
20 18 630
13 59 792
47 23 501
23 60 879
28 22 724
48 10 521
36 60 427
32 33 176
38 59 610
63 67 76
19 10 172
23 57 135
40 2 332
64 45 570
57 59 221
34 64 474
45 32 341
17 7 685
14 6 778
14 23 36
26 41 769
32 10 593
59 2 891
24 6 494
1 47 298
48 26 787
50 4 856
56 19 648
36 23 966
40 60 251
61 14 440
33 18 991
38 15 920
28 24 640
3 46 770
23 62 681
58 11 589
16 14 924
48 44 564
56 36 590
44 52 48
28 29 267
15 23 238
59 33 341
59 7 535
30 25 195
62 63 96
35 47 400
15 11 961
24 45 435
41 63 74
46 65 538
32 54 913
30 2 207
37 59 555
55 51 390
1 52 956
58 3 329
14 44 554
33 4 546
58 7 789
56 32 231
7 56 479
31 26 977
67 20 186
17 13 316
45 21 977
6 47 735
26 35 620
16 36 944
56 1 227
23 50 464
7 51 753
55 18 800
14 11 858
40 14 375
56 58 756
21 63 199
58 57 919
65 12 999
41 13 644
57 15 854
12 11 421
26 46 575
46 48 10
36 35 298
55 41 964
52 28 289
59 22 485
8 55 512
31 17 891
16 5 417
58 49 989
11 21 65
57 20 137
10 15 555
43 6 521
16 34 395
42 27 350
8 45 838
33 9 263
48 46 353
9 37 367
41 42 860
13 9 292
35 67 682
24 53 127
28 58 272
57 31 208
12 17 44
45 19 951
11 31 956
42 47 13
64 67 183
32 16 678
62 59 77
67 13 974
38 51 381
51 9 540
30 22 318
48 22 489
31 30 724
35 13 491
49 65 97
45 12 28
31 52 474
49 26 741
16 55 875
12 30 25
23 9 266
11 10 275
35 64 577
35 4 963
8 11 926
38 28 186
45 41 659
52 31 865
14 43 453
5 7 148
8 21 72
67 53 285
45 43 134
29 59 989
54 60 126
16 66 66
21 12 687
44 9 993
30 50 783
54 45 817
66 19 414
50 38 480
47 62 91
25 46 713
64 34 301
43 53 576
47 61 894
51 40 545
22 67 546
12 19 451
34 3 31
65 60 647
23 61 127
18 46 261
14 24 26
53 55 902
40 48 385
22 43 706
3 7 453
6 21 322
55 62 182
40 32 727
14 31 105
54 9 887
6 7 436
65 28 927
42 40 392
67 54 301
60 3 58
53 27 18
45 67 288
50 63 692
13 35 258
49 22 257
21 35 187
41 67 883
31 13 327
21 60 241
11 7 202
67 57 27
61 50 588
51 61 9
19 56 758
8 65 3
59 61 682
40 18 613
56 7 389
42 19 351
29 20 487
41 37 671
22 23 69
3 9 677
29 3 95
47 26 940
60 54 86
39 33 498
43 27 784
25 5 150
37 27 48
16 15 375
10 59 105
9 57 64
64 42 980
3 52 442
28 43 639
59 46 75
22 7 36
63 2 799
31 12 56
60 19 441
11 64 365
48 31 940
9 58 820
45 56 962
63 64 28
3 30 583
50 36 451
32 18 503
28 10 899
52 59 493
61 54 800
47 14 520
7 37 397
5 51 394
29 44 833
18 24 607
30 54 860
66 42 456
38 16 617
52 23 923
62 18 501
33 39 985
56 52 452
6 52 98
36 17 64
52 19 64
5 46 508
16 23 352
18 37 768
2 10 728
17 57 122
41 39 181
28 14 8
33 3 323
31 49 669
4 49 668
15 51 356
12 18 442
67 65 192
43 54 622
1 27 137
16 21 301
55 46 604
20 14 401
37 36 649
15 46 923
62 50 663
55 19 445
45 51 950
20 40 464
35 9 877
51 35 197
65 52 429
17 66 452
15 53 84
22 28 345
40 28 890
22 21 548
65 45 316
1 15 631
60 57 270
46 9 368
54 65 510
26 65 992
6 55 927
37 35 853
23 28 629
17 64 416
34 67 129
1 13 323
13 27 311
44 16 520
64 47 746
8 49 652
6 67 403
9 42 696
17 49 351
53 56 49
58 20 336
4 22 707
55 35 110
31 22 692
47 37 836
64 4 932
57 13 63
34 66 236
38 41 514
15 54 154
6 46 621
29 30 474
63 19 997
25 65 719
51 17 464
61 51 140
23 36 383
37 55 658
35 38 550
3 15 682
58 35 40
23 43 732
24 3 625
19 60 102
41 5 656
58 30 185
46 66 732
49 61 349
43 16 829
21 57 432
54 31 260
48 63 27
7 24 291
67 25 6
7 41 499
64 15 139
33 34 47
6 26 20
22 10 176
13 18 731
41 18 539
58 22 71
50 10 676
22 9 268
4 36 55
65 25 9
3 65 907
40 15 465
17 51 473
10 31 110
62 38 468
54 17 14
3 54 526
23 29 472
21 27 579
30 14 466
41 6 800
17 46 822
22 52 386
43 14 632
56 34 920
38 36 817
34 53 547
30 5 69
8 20 854
29 19 72
45 64 909
61 47 661
1 57 240
13 4 903
39 60 322
4 62 125
29 65 749
3 43 196
27 22 550
3 47 436
53 40 817
49 5 508
4 46 694
9 67 11
35 3 165
15 29 768
24 47 462
12 50 505
63 1 525
31 47 927
34 47 690
44 43 924
5 34 534
16 45 236
3 4 931
51 10 390
19 54 931
4 51 130
37 29 845
43 15 954
63 6 759
48 51 754
38 55 597
17 22 625
31 61 634
40 7 890
45 65 899
44 15 505
3 60 411
64 24 251
16 19 11
6 44 568
33 56 886
37 43 348
13 21 673
18 48 450
28 9 760
51 18 418
4 56 327
6 39 196
51 5 268
47 13 905
35 26 722
34 13 549
27 47 602
12 35 759
51 39 682
38 39 323
56 13 356
46 26 756
5 37 13
1 23 18
21 59 220
64 11 593
5 32 378
61 26 855
1 65 125
6 23 859
42 39 677
17 39 786
12 40 330
55 29 247
52 50 350
56 28 445
62 15 905
30 35 412
24 46 29
59 41 739
22 35 166
24 33 599
33 59 397
43 1 954
54 56 962
2 29 131
66 47 542
55 24 353
26 6 811
48 60 74
15 42 145
31 21 239
28 3 86
51 4 812
38 47 273
56 12 786
65 22 909
30 19 735
17 43 636
29 48 918
44 57 254
49 28 854
1 66 225
11 33 306
54 7 122
6 31 230
18 8 85
6 42 233
32 56 132
7 27 886
53 22 612
30 29 544
41 55 866
23 58 23
22 24 260
46 52 429
11 52 277
23 11 706
19 3 540
55 40 224
30 58 69
46 40 518
42 12 997
15 10 656
54 12 394
8 23 7
34 40 493
37 12 384
14 35 574
30 41 975
13 63 907
64 56 750
2 33 329
11 6 706
19 33 553
61 30 53
44 1 863
47 33 50
45 15 337
62 26 30
7 44 204
43 2 284
37 66 705
10 2 358
55 58 684
65 26 961
3 67 862
4 53 403
27 8 663
56 16 809
35 28 783
13 22 470
4 30 153
35 37 588
28 49 784
20 36 987
27 20 731
43 4 174
41 29 649
41 57 379
36 54 698
20 41 470
9 44 697
10 22 314
58 65 69
53 21 871
35 59 102
36 51 594
36 55 191
42 36 220
14 65 902
63 24 521
53 1 884
23 1 6
11 67 190
43 67 581
13 26 122
31 3 49
58 28 125
50 44 480
31 64 150
52 44 887
22 20 422
40 64 825
54 25 25
35 66 602
19 37 906
44 10 576
1 58 104
60 58 317
60 20 261
60 2 64
12 49 720
15 62 997
61 58 770
67 36 9
3 64 154
46 3 476
49 20 312
44 24 282
51 23 827
27 50 273
3 34 79
45 14 159
14 8 115
7 30 118
19 62 219
52 54 396
10 14 629
57 8 877
24 51 448
53 58 328
33 1 978
29 22 551
42 61 273
34 57 36
50 34 769
10 62 336
48 61 364
24 7 877
3 57 994
5 30 183
38 11 950
62 41 301
13 17 565
36 59 539
23 44 881
8 28 75
37 54 992
15 57 835
40 67 531
66 38 878
32 22 629
35 29 238
49 53 967
10 58 856
19 67 251
25 4 219
43 8 333
62 32 983
50 28 299
33 36 210
67 10 626
24 14 151
16 1 300
10 37 948
2 18 932
48 24 596
35 21 788
61 60 198
2 19 105
32 28 340
61 36 813
43 44 369
20 6 650
33 53 753
24 12 141
29 39 25
24 36 549
31 5 713
43 37 714
53 67 603
34 25 687
37 17 433
54 15 651
28 51 442
46 44 543
24 40 36
17 20 407
63 61 695
52 53 499
34 36 67
14 41 945
50 56 586
62 11 706
51 57 277
30 9 687
36 25 697
55 1 433
7 4 990
36 22 636
7 6 652
32 59 47
29 46 883
48 52 359
27 43 389
49 60 422
67 38 480
2 61 382
18 31 428
27 18 229
66 3 45
29 13 904
15 8 296
46 22 544
3 63 638
20 10 435
35 23 814
63 7 923
21 44 535
38 22 964
41 62 42
52 36 263
2 39 140
50 23 714
1 26 898
37 21 459
53 2 389
42 53 332
13 3 879
12 28 625
12 55 64
60 62 402
11 26 853
1 31 86
41 36 946
7 54 605
56 35 742
36 18 684
63 31 708
31 27 248
40 4 69
60 1 261
62 2 679
60 43 358
43 11 531
44 47 951
14 5 379
11 56 720
51 19 510
13 60 290
2 63 541
54 19 729
60 53 636
31 1 39
19 30 955
65 47 770
18 45 268
62 42 486
10 50 573
50 32 726
20 58 205
35 12 227
60 65 508
50 3 5
16 29 590
28 63 722
23 37 259
25 58 405
9 18 277
46 31 787
29 33 889
52 39 724
66 61 267
28 59 64
7 18 679
65 49 37
55 14 475
1 32 35
40 54 27
59 57 570
67 2 768
13 11 150
60 50 188
36 47 745
25 49 879
60 26 599
51 44 358
59 18 844
63 4 473
25 13 532
27 59 802
39 57 118
65 1 845
8 62 272
25 66 32
20 21 46
35 2 7
18 51 36
66 35 728
4 40 896
27 4 820
2 41 928
51 13 934
31 48 992
47 53 564
37 38 311
34 39 664
52 43 602
39 42 816
4 66 551
32 63 283
36 4 969
22 1 426
26 40 165
65 21 782
7 61 423
17 1 443
23 48 49
28 25 296
47 48 406
58 46 651
61 15 926
9 52 535
35 56 758
17 59 556
2 17 295
16 51 205
44 58 413
26 15 805
58 17 197
40 44 855
40 24 606
67 26 882
40 52 881
30 4 10
29 56 95
35 61 802
11 50 558
37 26 183
7 50 5
50 42 356
61 44 881
47 21 744
9 22 505
32 49 369
44 8 708
66 25 723
45 26 558
55 65 525
54 24 127
53 4 447
63 13 926
10 63 787
41 25 599
46 17 976
3 39 29
24 49 806
52 41 130
52 49 203
29 61 307
27 53 779
43 12 35
42 38 436
19 42 254
7 2 406
43 59 749
9 49 439
29 16 504
37 51 677
37 9 515
24 44 766
44 61 551
45 13 606
13 33 251
47 49 438
21 65 577
8 43 653
53 28 962
20 37 35
19 43 612
59 31 786
52 33 926
13 41 527
51 58 319
30 49 395
56 42 30
64 22 643
34 5 318
9 30 986
1 37 303
65 32 815
43 60 463
10 28 153
49 50 315
20 29 947
23 35 461
50 5 99
56 37 683
14 60 510
23 47 515
62 33 127
9 23 834
60 31 762
67 58 193
3 61 611
65 10 88
14 39 269
52 27 664
16 35 140
1 44 734
65 55 57
15 35 704
24 66 930
58 38 36
22 57 780
62 19 46
36 41 840
22 30 545
60 12 993
57 2 361
22 18 810
53 11 330
23 67 25
12 48 988
47 24 224
37 61 976
2 4 162
55 52 62
24 54 462
38 7 168
28 34 169
59 39 401
11 20 804
46 37 671
55 36 900
43 36 450
34 32 348
58 4 395
51 41 494
58 39 922
64 48 153
13 10 441
20 49 282
3 22 619
31 46 236
46 33 937
47 12 658
22 51 701
15 55 740
21 10 442
12 53 599
24 38 89
23 53 692
2 28 504
51 47 727
12 67 806
55 3 140
52 32 274
1 16 233
40 10 497
49 1 627
44 3 286
7 33 715
58 64 88
67 19 248
5 62 29
54 22 713
28 61 709
21 53 495
18 47 839
53 42 613
60 13 445
34 10 747
43 3 999
34 52 578
52 57 283
29 53 663
52 8 524
60 33 852
59 53 654
26 24 105
2 64 590
17 28 31
54 66 541
31 32 356
27 13 840
10 39 171
66 4 589
28 1 9
17 41 841
7 5 361
30 38 411
30 45 237
23 52 329
11 49 817
31 10 85
5 12 468
14 52 686
10 16 778
28 20 213
3 49 601
7 53 156
40 27 208
64 46 410
19 40 954
63 22 516
66 17 280
10 60 310
19 28 667
38 40 490
32 34 407
3 40 665
49 6 644
47 10 662
47 29 531
10 8 468
42 30 957
42 46 561
18 23 394
50 60 944
46 47 381
56 31 113
39 66 78
43 62 298
63 46 839
67 56 968
4 3 86
34 16 695
24 2 379
52 21 843
1 49 23
6 13 925
18 56 396
64 21 760
3 38 787
60 21 965
14 33 40
18 1 11
59 56 252
44 50 85
40 42 585
45 7 968
35 53 656
25 61 317
59 45 406
28 53 119
59 26 620
45 24 804
17 14 785
54 51 45
1 29 891
26 36 972
45 1 185
42 4 339
49 42 108
64 62 296
20 34 20
19 29 577
57 4 339
29 12 232
22 62 100
32 67 675
40 20 974
50 12 291
15 48 914
48 43 633
12 10 219
1 54 464
61 55 473
19 23 98
34 43 151
60 61 5
25 41 294
55 67 466
58 33 443
11 54 631
4 16 274
36 67 767
6 35 396
3 2
1 3 329
2 1 673
49 1739
2 17 981
25 9 777
37 17 286
18 44 764
20 18 542
2 40 560
36 24 89
17 15 31
45 31 42
20 27 371
18 20 266
27 3 517
28 30 620
49 43 499
46 6 865
25 21 36
21 29 991
6 19 949
18 34 847
49 46 146
13 8 117
38 42 36
39 11 506
40 35 983
41 18 390
18 22 710
21 35 868
39 21 144
30 22 540
42 5 756
15 14 381
39 20 718
46 8 638
15 48 528
7 8 495
31 25 390
6 44 302
36 39 942
28 8 503
37 38 17
18 6 102
19 24 306
49 6 637
1 49 92
47 31 728
22 36 909
35 7 817
26 31 247
25 41 311
25 47 542
41 31 135
9 17 617
49 2 766
38 26 649
39 36 422
28 22 214
37 47 853
5 2 519
11 25 454
21 43 955
42 12 788
28 24 980
33 1 837
34 6 668
19 48 273
33 17 626
27 47 207
16 7 929
23 19 18
20 48 909
15 26 314
17 45 542
14 27 63
49 32 973
45 11 91
32 40 621
49 35 835
29 14 745
9 37 63
13 40 297
12 36 483
9 38 509
46 5 543
10 30 574
1 11 357
18 11 470
29 4 853
12 14 462
28 49 207
5 40 264
34 11 949
41 20 223
40 46 919
20 6 286
30 9 806
13 39 766
46 19 54
26 10 198
26 39 394
13 38 169
7 21 129
5 20 869
25 48 78
23 49 571
48 17 702
13 36 749
10 39 914
5 6 391
6 12 440
40 44 420
48 21 700
47 14 528
46 9 82
17 19 191
42 47 712
16 6 1000
34 42 796
21 26 176
20 4 758
19 20 569
44 17 497
28 41 370
35 46 454
33 19 461
49 38 43
34 19 33
12 3 446
41 16 622
2 29 284
7 31 616
25 46 525
47 36 187
28 48 97
7 33 495
32 37 324
42 21 286
4 17 623
45 40 956
32 42 260
8 6 622
42 45 615
8 24 261
39 23 946
4 36 930
6 36 153
23 48 523
36 14 445
34 8 284
23 44 453
12 22 786
24 47 795
9 39 632
9 19 986
33 3 918
41 23 884
11 12 20
11 27 954
3 13 171
33 16 83
3 48 821
2 16 73
9 2 256
32 8 314
35 49 648
1 5 112
40 45 2
21 36 603
41 49 119
10 43 340
42 28 522
21 27 785
12 35 568
43 9 239
46 30 994
10 34 430
18 29 103
4 22 957
13 12 924
28 16 154
2 44 68
45 17 726
46 33 512
15 41 775
32 22 358
13 1 70
21 19 318
15 36 390
40 5 603
48 12 569
20 31 386
25 17 819
28 6 443
23 29 443
12 42 924
42 43 236
34 3 409
42 25 319
26 42 240
27 38 28
20 8 419
41 32 535
36 7 732
4 45 146
39 43 454
6 28 799
10 4 840
9 8 876
24 27 704
14 36 582
14 16 54
49 28 36
33 8 151
3 17 914
6 32 818
16 36 647
43 27 469
37 36 166
48 11 886
32 48 855
34 24 461
33 49 467
8 4 213
39 42 408
12 24 160
15 31 433
30 33 587
3 49 122
7 1 146
31 33 233
20 10 633
3 4 378
18 3 345
5 41 106
30 16 581
19 16 684
45 6 761
14 2 602
21 12 811
4 9 922
