400
40 708
26 35 153
31 33 892
11 30 783
2 21 112
13 14 995
10 22 239
20 23 51
34 36 370
34 13 916
17 37 59
15 32 3
20 14 862
23 31 292
28 4 610
7 28 983
14 9 698
34 29 455
37 28 185
38 10 62
2 8 393
31 1 218
27 3 671
35 32 471
21 12 328
23 8 667
34 15 617
22 36 355
26 2 287
30 9 212
36 30 520
6 40 186
16 29 942
6 9 160
4 3 364
23 27 285
25 31 974
40 36 985
24 36 877
39 35 352
1 22 964
5 13 804
2 15 632
14 6 686
10 24 169
35 33 238
19 18 531
9 32 302
38 13 454
25 1 805
19 6 952
1 28 588
39 34 730
38 4 191
4 12 652
32 27 211
25 28 191
5 12 821
10 17 462
13 22 47
38 17 657
5 9 853
29 9 684
37 27 635
24 1 301
16 24 747
28 1 605
4 7 920
30 12 187
11 9 543
31 5 489
35 30 607
34 6 372
14 37 557
15 27 126
6 35 903
19 29 137
37 35 660
32 37 610
35 16 839
22 17 480
24 39 43
21 4 437
28 24 252
11 16 435
18 5 3
21 25 161
26 39 590
36 35 419
5 25 342
3 27 880
14 26 473
5 32 474
40 37 675
4 15 982
16 2 213
39 27 883
29 25 104
5 15 60
23 40 27
20 24 154
14 35 599
2 37 954
32 16 433
32 22 93
37 13 475
8 10 222
24 6 688
7 8 469
31 8 619
38 7 175
29 28 219
25 21 528
32 14 549
29 40 202
32 38 354
5 23 178
40 2 655
28 37 327
9 29 503
20 37 118
28 26 897
22 29 37
17 3 455
17 15 956
24 7 697
27 31 739
7 37 586
12 21 206
39 33 535
21 29 343
18 17 341
31 36 192
12 28 995
24 33 75
31 6 528
26 22 683
12 13 924
22 3 859
22 8 886
23 16 762
7 20 84
12 22 679
40 6 230
18 10 474
39 11 713
32 3 138
29 6 29
18 1 342
21 36 615
5 7 997
40 8 98
12 37 956
2 6 505
3 39 663
29 14 862
11 7 282
34 3 341
11 1 149
40 26 503
37 16 914
7 33 853
39 4 652
17 34 932
36 18 407
12 27 942
33 35 20
5 34 403
33 19 719
32 8 879
30 2 716
39 38 74
23 14 190
2 25 720
40 19 438
6 3 864
17 9 157
37 31 629
33 1 58
37 38 518
21 35 679
36 19 978
16 13 484
36 11 779
9 35 33
15 38 807
14 3 14
15 3 796
9 4 101
14 20 13
39 8 985
22 37 11
33 21 148
38 31 698
12 19 649
20 15 155
29 10 821
7 32 399
13 34 28
19 12 637
11 25 664
13 29 63
18 9 405
37 18 657
28 29 409
24 38 707
15 29 319
32 29 334
39 10 951
26 17 302
4 38 491
36 33 356
29 1 558
2 29 277
26 31 61
18 31 258
34 19 591
16 28 613
15 25 16
7 2 223
32 40 295
18 23 609
30 27 233
11 28 559
6 17 367
38 26 761
40 21 762
29 33 33
28 22 108
20 8 853
5 31 431
18 40 286
23 34 55
5 33 758
20 10 403
11 36 976
26 38 517
29 24 941
19 34 975
12 38 122
16 5 519
39 21 268
10 34 159
2 17 284
3 40 328
12 35 503
33 32 240
12 40 334
6 23 99
26 19 299
32 4 529
20 9 870
13 32 635
30 16 110
34 30 361
33 38 10
6 34 669
13 2 812
11 3 474
13 17 356
2 13 49
29 36 764
35 11 188
33 13 221
30 19 709
17 6 87
39 31 960
35 1 968
29 38 274
16 23 610
27 5 392
34 32 762
26 34 809
27 38 905
4 28 330
32 2 686
27 36 15
33 10 429
10 36 849
38 20 765
23 10 737
2 33 305
1 31 475
12 39 276
4 16 211
19 37 704
17 21 590
19 26 118
17 14 220
23 17 909
38 35 686
20 31 199
27 33 9
4 24 225
35 19 848
19 38 647
17 28 316
19 1 326
32 19 208
18 32 165
14 34 611
15 39 567
36 34 552
12 6 315
16 7 851
25 26 911
13 12 418
19 27 839
6 11 483
28 10 393
38 23 828
1 10 333
7 40 828
31 34 14
12 24 942
3 5 527
35 8 531
19 15 233
36 17 352
39 12 331
3 33 219
25 24 710
25 18 859
21 14 609
4 30 297
27 21 916
8 11 954
11 14 479
23 12 279
16 14 294
27 18 901
33 16 857
16 15 230
8 19 62
2 1 134
30 39 190
9 23 762
7 29 322
39 26 770
27 7 624
27 32 103
38 25 19
5 39 347
23 11 170
29 26 898
23 36 512
10 21 519
30 37 560
37 17 229
25 8 213
21 19 549
31 18 962
16 19 646
29 16 256
39 18 671
34 38 477
40 34 418
37 10 331
36 14 772
37 32 863
17 2 56
9 11 956
3 10 665
32 39 23
26 3 730
36 15 652
39 24 966
15 33 545
25 39 777
26 18 301
5 26 394
14 22 921
37 24 926
39 13 29
4 27 615
2 36 311
23 19 612
7 16 919
7 22 245
1 5 569
19 5 217
12 15 464
8 40 597
6 15 872
20 5 126
20 33 724
40 35 299
6 29 685
19 22 789
12 4 577
17 10 645
25 20 82
13 35 17
39 29 446
31 22 990
11 13 484
20 29 394
2 30 632
35 34 490
35 10 844
21 11 5
4 31 187
20 13 197
30 6 606
15 22 202
39 28 827
26 29 89
4 1 475
33 2 127
26 6 550
31 2 701
33 28 742
14 40 834
2 4 531
21 17 474
20 36 794
5 1 928
30 1 215
13 20 370
21 34 325
12 1 599
12 26 473
37 1 844
23 6 528
35 27 493
9 17 243
40 5 883
4 29 800
1 26 562
11 19 231
32 18 998
8 23 356
9 22 205
11 23 296
37 20 510
12 20 999
5 2 625
18 35 906
31 39 550
9 25 690
19 13 201
32 13 501
8 34 754
3 25 310
16 37 627
1 14 545
28 30 25
29 5 181
16 6 847
26 16 202
25 23 713
35 38 639
5 40 390
34 33 467
8 4 694
37 39 627
30 38 827
32 26 901
40 28 365
13 25 360
20 3 993
7 39 375
19 35 780
12 10 32
33 23 198
23 38 514
7 6 539
29 3 521
11 24 402
31 32 752
13 7 446
32 24 544
3 14 803
28 27 153
22 24 164
9 24 789
19 2 468
8 26 707
17 19 987
7 1 864
38 6 368
21 8 405
36 37 734
32 23 767
4 32 166
22 26 803
24 37 848
31 23 643
26 32 134
25 16 32
22 25 130
22 35 320
29 18 321
21 10 345
33 20 99
1 30 630
29 22 81
17 7 147
34 22 687
1 20 131
36 7 809
24 9 125
18 24 681
11 4 620
28 31 203
9 34 986
1 27 888
25 9 647
26 10 439
22 16 432
23 29 786
13 10 848
40 16 611
40 1394
18 31 479
4 27 338
1 33 587
18 20 321
37 24 720
28 15 952
23 4 178
29 15 790
17 8 489
15 27 789
38 34 501
15 36 205
23 7 896
18 24 376
25 35 536
9 11 469
30 9 236
18 14 624
38 32 561
28 36 746
34 22 547
3 4 31
13 8 313
38 10 634
3 20 844
27 40 582
32 3 609
22 26 608
13 18 802
28 11 54
36 5 478
30 31 189
18 7 981
8 40 650
8 23 103
7 3 735
1 8 279
7 11 357
18 11 329
38 31 272
24 7 245
20 26 903
14 15 924
14 34 530
9 5 428
38 6 848
10 8 818
21 2 953
10 4 246
20 22 48
32 35 685
16 26 173
11 26 610
35 32 529
2 10 108
17 2 480
19 11 743
36 32 206
24 13 699
21 40 372
16 33 35
11 40 983
36 22 411
8 10 182
32 33 160
15 29 582
19 22 402
16 20 935
4 31 827
33 6 892
15 28 589
35 7 145
30 20 873
5 1 427
11 4 252
16 9 930
37 39 703
19 8 350
10 38 645
31 15 173
24 20 838
29 37 920
23 26 240
27 37 521
19 24 16
38 7 452
5 29 41
3 40 76
13 36 692
21 3 767
30 22 215
2 1 312
17 14 370
20 39 683
33 1 947
7 1 451
1 24 978
37 2 848
17 27 743
14 22 619
7 33 941
4 32 891
30 4 858
27 20 978
13 19 471
30 25 20
26 30 766
3 17 743
32 6 365
27 24 488
20 25 62
8 21 455
7 20 417
1 31 988
36 3 178
39 34 623
32 22 645
35 19 622
10 7 517
17 25 76
17 39 448
9 19 93
32 5 512
29 11 229
33 35 787
9 26 925
35 2 945
39 28 810
39 4 693
27 14 374
17 34 719
30 39 205
40 31 424
29 38 108
13 25 910
2 24 408
10 28 924
3 15 677
21 19 26
22 29 790
40 23 954
30 12 206
35 21 766
15 40 578
8 28 151
2 4 337
36 13 49
32 18 669
38 17 776
2 29 789
17 30 844
2 15 437
38 26 682
40 11 309
17 22 284
39 3 994
20 30 67
7 31 715
6 39 48
14 11 607
27 38 216
37 11 109
11 25 741
22 35 905
7 38 15
34 9 285
1 12 31
22 11 746
30 29 749
35 14 428
37 3 295
24 31 508
25 37 289
22 40 100
40 20 591
40 37 194
9 13 399
12 16 573
18 15 675
25 22 578
11 20 674
25 29 968
19 6 802
29 26 997
34 33 195
22 14 848
7 24 878
17 6 195
1 18 87
26 1 815
20 1 793
34 37 644
34 2 518
29 8 272
7 21 865
1 17 27
17 33 690
26 15 972
18 9 945
11 8 798
36 28 696
36 10 789
17 29 858
31 29 103
38 22 802
22 10 290
13 35 717
39 2 522
27 31 556
38 2 733
19 15 953
36 12 285
40 6 808
24 27 24
30 28 945
34 19 190
34 6 820
12 15 334
9 28 733
19 12 443
6 1 702
28 9 260
36 29 359
7 37 339
33 40 948
15 13 214
21 16 862
4 1 196
11 31 596
20 3 79
15 4 732
16 5 410
18 16 12
26 22 77
3 5 243
3 11 428
24 6 410
28 6 121
1 10 460
12 38 572
12 32 951
24 25 41
4 22 216
12 39 784
38 29 647
20 38 641
24 5 660
27 2 171
38 37 607
8 26 636
26 20 286
40 22 971
35 18 422
20 32 966
40 13 77
37 4 883
5 14 250
26 19 157
30 1 660
1 16 106
4 29 49
25 4 946
16 39 378
40 25 935
29 12 41
6 24 627
32 9 160
33 16 850
23 40 568
8 1 198
5 6 385
36 6 218
28 1 243
33 25 329
35 1 428
1 4 693
11 28 522
33 10 281
6 20 121
32 37 315
38 14 609
29 10 152
30 8 930
35 28 915
40 3 840
11 7 647
31 16 288
27 39 93
34 32 924
28 10 5
8 24 412
40 8 627
5 37 77
6 37 595
40 14 539
28 21 719
23 18 80
7 23 92
39 35 611
5 26 868
29 35 113
35 38 783
23 38 104
28 29 537
29 13 898
35 11 62
36 34 293
20 8 556
11 18 502
32 13 505
4 16 761
11 14 215
37 12 973
2 36 728
5 8 517
31 39 142
31 26 382
31 22 920
10 9 665
35 29 206
15 8 87
31 23 209
22 6 522
39 10 727
1 36 885
1 22 479
9 3 712
24 38 498
13 27 31
22 1 72
39 20 790
23 8 925
39 16 486
15 21 305
30 40 407
3 34 672
22 25 403
12 14 746
10 16 761
38 12 46
2 12 219
15 25 390
6 23 124
21 8 332
19 20 264
9 18 56
32 38 42
34 15 649
31 27 194
21 37 661
30 24 309
35 25 295
5 17 225
22 7 547
19 38 322
29 14 660
32 26 64
12 22 145
9 8 196
21 10 22
19 30 818
30 34 460
12 29 39
10 40 506
16 10 43
16 34 939
9 2 932
20 12 638
4 30 164
12 27 788
21 13 733
38 4 256
37 13 238
12 8 331
20 17 249
16 24 324
29 25 414
16 12 87
8 34 254
23 31 498
11 6 850
6 28 497
27 7 368
37 22 23
33 8 467
15 26 901
32 4 725
10 29 152
30 13 368
28 30 226
6 30 90
1 7 347
34 31 709
14 26 34
3 18 855
32 19 541
4 6 571
30 15 385
13 33 654
40 1 617
40 28 699
35 33 663
11 35 138
17 19 121
13 4 475
33 9 821
24 14 84
21 33 292
5 15 566
32 23 632
22 38 684
13 1 376
34 17 46
1 9 532
36 19 897
19 34 734
39 19 186
27 5 648
7 29 507
8 29 40
9 22 235
5 9 116
24 32 211
28 26 766
37 6 316
12 33 207
37 27 780
12 4 867
34 26 332
5 23 251
3 10 214
31 9 83
13 14 150
4 37 398
10 36 587
20 24 133
28 14 779
30 16 391
7 10 62
8 12 534
36 4 175
7 39 468
25 40 325
3 21 877
20 10 244
21 35 232
1 21 56
10 21 651
34 3 784
16 29 741
6 4 296
21 30 467
18 1 728
29 17 786
25 17 728
4 7 601
23 10 606
27 1 3
24 39 858
38 25 331
9 37 250
4 2 310
9 20 817
5 32 15
24 8 292
11 9 626
29 39 248
13 17 385
33 34 207
30 32 406
12 3 8
23 15 824
24 19 520
12 18 893
11 15 956
19 18 382
27 34 265
39 18 710
10 25 883
37 15 248
16 36 193
3 32 55
14 21 894
40 12 549
21 9 500
27 26 498
15 34 839
12 31 488
10 11 370
19 2 187
13 37 587
10 30 492
38 1 542
21 18 63
15 39 131
28 35 637
20 33 340
7 22 795
30 5 904
20 28 935
29 9 817
14 40 983
13 39 110
31 35 933
20 9 836
22 21 512
9 40 510
19 28 112
18 27 597
20 14 268
11 39 195
14 9 578
31 11 162
17 5 841
2 23 74
38 39 562
9 38 119
3 2 861
4 24 908
5 40 532
18 35 294
20 23 175
29 16 50
5 7 180
34 28 348
24 11 962
26 23 903
4 36 333
25 16 731
6 31 633
31 36 713
13 32 94
23 24 308
34 21 92
13 11 73
14 2 515
6 2 542
14 19 826
8 11 413
25 28 273
17 18 130
15 3 937
4 23 663
33 7 793
15 20 446
39 8 963
23 22 811
27 36 945
11 19 218
29 7 132
13 30 705
9 17 710
25 9 419
31 21 737
1 23 453
32 20 22
14 4 243
12 23 487
16 13 410
22 27 581
14 23 358
40 7 478
1 40 789
8 6 671
9 36 396
9 7 668
19 17 169
28 13 182
16 7 287
10 23 745
40 29 486
13 5 809
28 23 666
25 10 568
28 3 330
3 13 875
12 10 654
23 12 749
11 32 800
7 27 835
31 6 828
18 12 808
9 12 536
10 19 970
40 30 381
9 35 406
34 23 276
1 25 175
10 26 978
13 29 717
10 37 160
7 34 642
8 32 583
37 1 626
29 23 663
10 2 52
4 3 55
12 30 471
8 38 184
18 37 30
8 36 838
14 39 269
17 1 152
21 38 397
7 36 183
30 10 573
12 5 87
27 35 801
24 22 12
7 2 978
17 16 758
9 4 742
18 5 853
6 8 587
37 8 642
35 8 981
21 27 977
14 8 672
14 3 492
22 4 513
3 23 295
39 32 344
9 27 865
35 6 356
39 14 704
22 3 969
39 6 547
15 6 482
5 19 263
9 32 29
32 31 341
13 9 958
10 33 259
29 31 597
21 23 199
35 26 165
23 30 454
40 2 32
32 15 38
39 22 436
15 1 696
6 14 174
15 11 397
15 18 986
26 27 496
25 15 184
36 23 342
19 31 220
24 18 4
5 2 242
7 5 377
33 22 344
1 13 883
39 40 820
32 40 649
32 21 366
33 15 168
5 34 474
27 15 149
40 18 358
8 16 983
34 40 897
35 4 188
21 4 974
2 19 715
23 32 261
9 25 9
2 21 666
29 1 179
8 19 766
32 24 516
16 6 84
24 21 299
24 9 715
36 20 18
23 9 569
17 23 443
25 14 449
12 13 380
29 4 734
32 29 943
18 8 637
20 16 621
36 16 287
30 21 980
36 35 888
17 40 286
19 39 297
5 31 761
18 34 111
15 32 830
6 33 711
20 18 292
1 20 253
1 11 660
33 20 957
33 4 109
7 28 817
40 16 704
6 27 700
36 24 628
25 38 53
16 4 793
22 5 634
7 26 330
14 24 249
21 25 167
5 12 893
33 18 751
1 28 743
26 7 987
39 12 615
23 20 294
11 10 518
19 1 325
6 26 450
29 20 714
18 30 433
30 18 207
25 32 159
25 21 878
11 29 751
22 13 210
5 18 300
37 28 392
6 10 56
27 17 967
8 37 418
31 30 557
35 36 988
37 25 756
14 32 904
33 12 358
26 29 131
35 15 651
28 31 213
2 33 795
26 12 883
2 5 581
16 35 373
11 30 202
11 5 630
35 31 427
35 3 914
36 37 670
37 17 649
23 16 679
17 4 235
40 21 100
1 2 615
34 30 606
30 6 270
7 35 324
13 31 842
40 10 63
6 16 206
34 36 106
6 34 880
13 40 303
1 3 807
24 23 349
18 26 993
33 27 593
30 2 362
31 32 423
3 8 792
39 23 122
38 16 759
4 9 176
5 28 938
31 10 71
8 3 588
35 39 526
26 21 751
33 23 616
26 9 899
17 21 196
21 36 338
38 19 678
10 3 991
7 17 79
16 15 528
33 39 552
2 30 820
26 3 479
12 37 399
12 26 385
26 5 641
13 10 127
26 8 352
37 29 4
31 20 463
20 6 666
9 39 28
27 33 576
26 40 325
14 5 95
16 2 56
23 33 799
27 29 243
40 32 346
6 9 347
6 29 21
3 24 985
5 27 269
27 8 492
8 7 336
37 19 492
35 5 922
26 2 138
26 34 587
25 19 67
39 25 560
7 13 238
27 16 211
22 30 949
18 36 334
18 6 842
23 6 454
12 7 993
34 38 490
37 14 722
29 21 139
24 30 400
12 36 662
21 28 934
18 21 71
10 6 464
33 19 127
16 38 529
23 5 458
35 20 238
7 4 828
8 4 983
6 40 579
7 18 374
2 35 927
29 28 489
13 20 199
33 21 545
14 28 876
28 12 609
13 2 320
33 38 835
18 10 265
4 11 569
40 19 351
18 33 195
26 18 393
39 33 458
32 2 473
10 39 809
38 11 734
5 10 781
16 31 280
24 26 966
19 40 785
2 17 179
7 14 602
27 9 564
6 11 835
36 15 813
16 18 187
3 29 62
16 22 856
22 24 745
29 30 481
38 33 39
28 37 820
24 36 710
33 13 478
27 10 466
27 22 949
31 5 60
26 16 217
24 16 369
8 27 971
1 15 663
5 4 107
2 16 956
16 27 385
29 5 843
3 7 524
14 29 981
26 39 736
28 22 666
21 39 967
19 10 810
7 32 966
39 37 224
34 39 618
36 1 915
37 10 444
9 29 218
21 29 520
38 24 405
35 30 628
22 8 516
17 31 726
26 17 78
5 11 528
19 25 536
39 38 446
26 33 314
24 33 423
35 23 470
29 27 82
6 36 470
21 5 296
5 24 509
30 26 371
35 37 567
25 12 47
7 19 139
9 34 485
11 38 181
20 4 194
22 28 568
8 5 561
34 5 538
20 34 944
4 34 917
32 14 432
17 13 640
15 7 729
17 36 207
25 26 636
7 9 996
22 34 789
37 32 812
26 24 267
19 7 114
24 4 374
25 5 627
10 12 838
8 22 706
22 2 295
15 5 831
34 1 158
4 33 455
26 32 31
30 17 94
15 33 950
28 38 393
12 24 444
39 27 846
31 1 575
2 6 268
37 9 17
16 19 877
26 10 272
16 40 907
21 12 335
2 20 36
2 18 962
37 38 165
40 17 163
39 29 711
40 5 738
20 37 534
35 24 690
39 31 542
13 38 264
7 30 840
19 35 349
14 31 681
17 11 827
21 24 737
17 38 714
35 13 281
37 26 888
12 6 148
21 34 900
29 34 234
6 12 9
34 18 517
30 23 954
27 4 192
38 23 653
36 11 493
14 17 718
31 4 422
9 14 727
30 37 557
1 34 769
33 5 876
3 26 715
12 19 772
2 3 507
14 10 291
15 38 107
6 17 586
24 29 76
6 5 840
20 19 165
3 25 169
25 33 922
21 31 404
12 40 526
5 22 173
40 36 77
31 34 863
23 28 19
37 35 669
10 22 688
37 23 374
36 27 688
34 12 400
34 4 347
25 34 872
24 12 385
15 35 632
13 34 909
23 14 766
30 38 996
18 4 900
38 15 757
2 11 494
25 11 869
23 39 94
2 8 232
32 7 25
20 5 290
27 11 250
36 7 642
4 18 451
6 25 20
26 11 932
9 1 275
25 20 565
4 20 377
16 23 851
15 17 707
18 19 943
25 13 514
18 13 617
16 32 925
15 31 510
3 16 468
12 9 932
36 18 755
22 31 987
7 16 135
28 24 743
24 28 724
10 35 11
19 27 235
30 7 249
11 2 978
22 12 581
40 15 597
28 34 846
34 25 94
31 19 225
20 35 102
3 9 396
19 9 309
19 13 678
4 21 980
33 36 211
31 28 256
34 24 744
25 39 880
23 2 555
27 21 492
26 25 600
10 15 862
17 37 555
34 14 141
9 15 571
13 3 617
5 33 380
28 4 779
18 25 234
12 20 813
10 20 273
38 27 896
10 32 50
39 26 477
10 13 361
33 14 855
28 19 244
15 16 779
1 6 358
3 35 193
3 30 930
37 30 845
1 14 409
14 38 830
15 30 85
28 25 109
14 13 466
17 35 48
36 33 426
17 7 243
11 3 439
31 14 920
2 27 278
23 36 124
4 26 374
8 13 112
3 27 604
12 28 5
26 38 107
38 8 488
40 24 235
22 23 787
36 17 31
3 31 751
39 1 20
39 24 579
26 37 450
16 8 64
18 28 101
38 5 384
16 14 15
6 13 618
25 36 587
1 39 335
2 34 594
32 1 59
1 29 856
33 31 27
36 39 441
15 19 426
16 17 425
11 37 465
23 34 888
13 28 593
26 36 714
20 27 859
40 26 409
4 28 337
38 28 984
31 8 157
26 14 794
9 31 875
7 25 389
36 30 915
37 20 73
9 10 401
13 15 338
37 34 179
9 30 467
22 20 667
26 6 707
4 38 608
36 26 699
3 6 998
27 13 989
32 16 653
23 13 247
35 34 591
17 20 459
21 22 977
17 10 306
32 11 542
30 35 400
5 36 723
34 11 628
27 32 589
5 16 788
24 17 941
38 40 529
19 5 239
36 31 10
30 11 357
10 17 422
11 16 83
18 3 156
18 29 585
20 40 544
27 6 740
4 13 49
21 6 57
5 35 977
3 12 771
32 12 358
29 33 43
14 37 440
20 7 454
17 26 530
8 15 535
37 21 514
7 6 391
35 27 387
19 21 239
25 24 577
11 27 651
21 15 62
2 31 613
18 23 677
18 40 172
2 14 445
23 11 783
26 28 853
23 1 650
23 27 581
32 8 44
15 24 682
6 19 565
29 32 457
38 35 98
28 27 50
2 32 565
21 7 355
13 6 396
28 33 407
29 2 987
39 21 740
34 10 219
28 40 694
2 37 543
22 9 983
2 7 891
19 4 655
19 37 527
12 17 780
4 15 950
1 32 234
4 25 904
39 17 687
18 17 9
28 18 532
11 24 579
1 38 651
10 18 145
25 27 343
40 9 38
13 22 456
30 19 39
8 17 943
40 34 715
24 2 293
38 3 219
31 2 174
22 37 51
11 34 863
31 3 71
15 23 534
38 36 352
39 15 719
11 1 528
38 30 617
25 2 721
14 36 38
11 23 824
28 20 771
12 21 280
32 10 247
31 13 613
38 18 26
21 20 868
39 13 34
3 22 958
24 35 595
2 25 778
20 11 422
27 25 52
8 20 228
21 11 722
32 30 430
10 1 419
30 27 635
33 37 89
33 29 274
32 28 154
19 36 48
33 32 12
25 31 365
21 26 230
22 17 522
11 22 760
2 13 149
6 18 722
37 36 756
31 18 13
37 7 474
15 14 677
10 27 150
28 5 666
20 36 642
39 9 726
17 28 327
6 3 531
7 8 489
32 25 387
16 25 442
29 36 326
27 3 868
8 14 193
28 32 925
33 3 584
38 20 241
25 3 958
14 20 604
7 12 842
16 3 888
4 5 41
9 33 492
5 38 8
10 34 360
31 17 486
28 39 916
23 19 46
23 25 596
36 25 181
36 21 218
1 27 207
22 18 231
29 19 93
33 11 989
19 29 641
1 30 547
1 19 446
36 8 593
37 5 113
8 31 637
11 17 394
31 24 201
12 25 464
29 18 406
23 35 518
31 7 631
2 38 600
37 31 706
20 2 945
25 23 49
19 16 766
11 13 31
25 1 333
27 19 676
27 28 578
2 9 303
40 38 759
37 16 97
17 9 32
25 8 264
14 18 683
30 14 958
5 3 395
40 4 388
20 29 117
16 28 240
35 9 120
31 33 207
6 15 354
18 39 744
32 27 312
40 33 166
25 18 881
29 22 309
21 17 80
31 38 784
15 12 942
23 3 900
15 2 693
33 28 900
8 35 865
33 26 229
1 35 208
13 7 974
15 37 284
29 3 267
4 39 910
39 36 46
4 35 288
14 12 889
27 18 425
8 18 664
9 6 896
3 33 816
20 31 565
4 14 524
5 39 827
11 36 75
26 4 112
15 9 356
24 37 912
14 35 961
21 32 223
17 32 241
8 33 446
34 16 492
24 10 497
5 25 488
16 11 920
14 16 616
34 20 786
17 12 702
35 12 49
37 18 720
17 15 442
26 13 126
38 649
7 22 195
7 4 319
21 7 18
20 24 810
1 32 410
16 21 277
28 26 176
5 18 624
5 34 449
22 3 248
28 18 138
37 20 424
31 27 474
36 15 515
18 10 323
34 21 128
6 15 30
33 27 30
38 25 740
2 14 527
38 7 265
23 7 85
4 15 817
19 23 198
21 34 218
32 25 923
4 17 394
7 31 892
23 27 923
27 14 802
34 9 151
32 28 218
4 3 481
13 37 95
21 23 9
32 8 744
15 7 308
1 4 293
24 6 1000
25 13 580
23 17 420
16 12 621
38 14 104
11 15 754
11 1 119
18 16 178
34 6 887
17 16 147
35 14 379
36 2 743
27 18 874
22 28 149
5 24 189
30 13 425
28 15 767
18 7 254
19 37 648
22 5 705
1 27 261
8 14 693
10 1 333
21 37 85
32 15 71
11 33 867
9 20 787
4 19 281
12 33 527
31 36 524
25 19 496
9 28 663
33 7 549
37 21 19
7 27 191
33 22 773
1 6 76
16 15 18
3 13 798
27 9 261
18 33 917
25 10 706
20 14 98
1 14 568
27 26 756
12 27 678
15 10 709
36 4 941
14 5 389
19 22 884
2 16 826
18 35 916
30 37 636
11 20 421
17 33 786
6 29 645
12 36 997
9 23 30
37 23 163
18 26 4
36 37 845
15 4 418
8 37 22
29 8 331
27 1 946
3 9 259
18 2 481
12 28 799
26 19 877
13 33 368
1 33 424
20 30 735
12 29 761
11 6 692
6 5 733
31 3 14
32 35 771
21 29 697
36 24 226
2 23 871
3 12 959
14 1 81
19 16 398
23 29 222
4 34 486
38 20 314
27 35 197
37 35 403
32 37 608
2 1 59
11 37 135
7 35 716
10 31 796
1 13 32
12 8 509
10 34 292
9 5 475
24 3 352
23 15 200
18 36 485
19 13 995
16 6 192
11 9 783
5 6 549
1 3 481
17 38 666
9 30 129
27 6 586
9 7 533
28 14 449
7 10 721
16 18 900
5 13 329
19 35 449
20 5 868
31 33 559
24 36 298
16 30 321
22 2 130
38 4 363
5 16 709
38 16 542
3 25 179
14 7 783
11 25 587
16 14 156
37 13 402
35 37 524
3 10 357
7 11 267
28 3 841
20 13 894
37 11 592
13 34 457
33 26 947
29 10 964
4 7 488
17 35 752
20 18 966
3 27 165
2 24 656
9 3 907
20 7 38
8 19 888
31 16 33
16 5 766
29 36 702
36 22 159
32 19 146
5 17 186
20 25 914
31 12 335
3 6 556
15 37 576
35 11 855
35 3 196
4 11 29
31 2 73
21 19 867
37 27 26
35 27 737
13 25 267
25 35 295
17 8 267
28 13 850
36 28 557
26 36 902
11 10 164
29 28 864
34 14 319
15 14 732
30 23 388
6 1 328
3 37 790
8 28 816
31 20 821
27 36 996
10 23 146
24 5 390
26 31 526
21 27 558
34 19 731
22 24 421
2 17 236
29 25 772
31 15 80
25 6 292
31 18 12
32 38 934
36 32 612
31 23 246
25 22 671
23 20 207
6 13 777
3 29 100
37 18 589
30 34 273
30 25 449
22 25 630
37 2 267
17 19 327
15 28 239
1 2 660
19 30 362
9 21 166
16 10 336
14 36 135
13 26 444
5 9 3
15 2 623
27 25 29
28 19 641
25 11 747
1 12 287
20 32 68
33 21 41
17 29 27
1 5 204
8 10 596
1 7 523
19 31 84
2 20 852
10 14 722
27 32 454
32 16 962
29 32 381
34 16 797
24 28 639
23 10 202
4 13 744
10 28 348
25 3 854
2 38 199
38 23 519
4 16 909
1 11 409
13 27 478
25 17 811
17 6 348
28 12 136
9 15 130
24 20 169
9 33 755
22 15 364
29 13 753
33 31 472
15 12 473
16 26 450
1 8 163
23 31 344
18 22 132
18 20 110
24 25 688
12 13 262
22 33 835
15 34 83
16 13 282
36 27 283
33 24 268
38 31 297
38 9 94
10 25 255
18 25 645
27 15 240
26 8 504
30 11 630
11 17 141
11 16 496
3 14 591
13 6 81
36 34 919
28 17 92
33 6 950
33 5 200
22 13 977
15 30 12
30 19 785
30 22 29
13 15 850
16 22 284
13 14 493
27 4 683
26 23 249
22 23 362
36 10 668
25 32 936
14 2 898
4 33 522
23 18 128
37 28 267
35 31 609
19 38 337
29 38 99
19 5 324
12 3 175
21 13 480
14 20 687
7 2 559
7 33 203
10 24 807
12 10 579
22 30 490
21 18 1000
27 30 533
18 12 993
26 25 437
17 20 810
8 33 241
23 12 154
21 8 642
22 26 635
11 18 126
16 24 438
15 22 682
11 5 336
7 32 690
33 2 8
3 2 481
8 32 428
15 27 740
17 10 608
36 3 188
38 8 631
8 16 425
34 18 720
33 25 530
13 8 140
13 17 339
7 16 302
5 15 879
32 27 613
14 17 651
28 36 58
37 9 560
32 13 109
2 22 586
34 15 421
1 22 794
25 18 772
29 34 230
19 25 524
38 27 571
5 22 863
11 2 174
32 3 132
29 3 505
13 29 105
13 20 302
33 18 63
36 33 119
8 25 654
18 23 703
36 26 870
17 25 639
2 8 489
18 5 241
1 9 338
4 22 443
4 6 442
8 36 293
20 22 331
27 3 536
36 18 944
14 29 651
7 9 950
13 23 592
35 13 397
10 22 722
22 11 351
2 35 374
17 36 485
33 9 347
10 17 716
26 37 88
14 23 574
36 29 787
23 30 257
15 20 327
24 16 428
20 19 33
4 18 900
14 25 669
26 29 811
22 20 743
27 28 102
22 14 141
